高新万达广场	工业南路与会展东路交汇处	117.1277760,36.6842760
华润桃源里	潇湘北路与东湖东路交汇处	112.8312450,28.3693090
金澜云邸	南湖路与龙霞路交汇处（温州外国语学校西侧）	120.6768060,28.0063690
碧桂园湖悦天境	湘江路69号	120.0896220,36.1506120
日月城中央世家	湖州四中以西，紫云路以东	120.1142910,30.8821820
亨柏-凯旋华府	平山街道新客运总站往环城南路东行200米（泰园商住区）	114.7518810,22.9629240
悦湖观邸	洛城大道悦湖官邸项目	120.2159210,31.6292600
东原印未央	未央区阳光大道以西，向上路以东，未央湖公园西门对面	108.9822730,34.4024670
烟台新都汇	机场路与大东路交汇处东南侧（世回尧学校西100米）	121.3729670,37.5150350
万科保利联投理想星光	军运村南岸·黄家湖大道·山湖路与豹子山街交汇处	114.2817220,30.4106310
园博壹号院	厦门湾南岸南太武滨海新城（迎宾大道1号）	118.1874890,24.6724020
金中环天赋	福田北环彩田立交桥东南角	114.0673360,22.5402930
碧桂园-云悦半山	梅园路地王广场旁	113.8005410,22.8118390
江东永和府	北京路与霖雨路交汇处	102.7232530,25.0673990
天盈首原	白鹤路45号（红绿灯下行200米）	106.5449900,29.5178480
常青藤	长福路16号	108.4503440,22.7988270
太白山唐镇	太白山国际旅游度假区迎宾大道中段	107.7680850,33.9536560
雁归滨湖	秋枫街东侧芦荡路南侧	120.6175530,31.1155430
宏地未来城	瑞安市滨海新区东新线与文华路交叉口	120.6965880,27.8029870
望湖西苑	包河-高铁南站-望湖西路	117.2894800,31.8005130
中冶盛世国际广场	珠海市港澳大道151号，口岸北路72号，福临道258号	113.5093520,22.1330780
德泰华庭	珠海市金湾区依云路188号	113.3745440,22.1315800
景畔学轩	新港大道景畔学苑	118.5667150,39.1671850
铂珺花园	碧浒路与龙腾南路交汇处	120.9169540,31.7324520
长寿金科世界城	长寿桃园西三路（古镇对面）查看地图	107.0704390,29.8564850
顺控华侨城云尚park	顺德一中旁（地铁创意园站300米处）	113.2546800,22.8427230
金山文汇	古冶区金山森林公园幸福广场北侧	118.4412860,39.7437500
宏昇翡翠城	渭滨区宝鸡市渭滨区石坝河街40号	107.1483120,34.3496400
时代天韵	中新广州知识城南起步区九龙大道中地铁14号支线何棠下站西南面400米	113.5599090,23.3119880
旺海公府	海河东路与狮子林大街交口	117.1988030,39.1455320
成山公馆	成都道成山公馆	117.2034060,39.1157080
帝景园	邗江区瓜洲镇建华路与建华南路交汇处（扬溧高速）	119.3661790,32.2758640
华裕唐城	珠江路与太行山路交汇处，珠江路小学以西，石油大学以东	120.1752110,35.9425480
旗山领秀	后山路108号	119.2200270,25.9820530
高湖道	秣陵街道通淮街377号	118.8053920,31.9267950
保利绿城-和锦诚园	8号线南段地铁站东1.6公里	116.4030700,39.9338140
金沙湾	汕樟路与金湖路交界处金砂侨社地块	116.7011719,23.3785782
华瑞尚品	中润大道与柳泉路交汇处西南角（火炬公园对面）	118.0514860,36.8360560
杏林大观园	昆明市石林县台创园黑龙潭路1号	103.3709490,24.8772470
海都汇府	荟城路与瑞阳路交汇处（天安数码城西边）	120.4366820,36.3143770
中庚香江世界	鳌峰路中庚香江世界	119.5345670,26.2101670
重庆ONE行政公寓	渝中解放碑（青年路77号）	106.5746310,29.5556010
弘阳时光里	迎宾大道弘阳时光里	103.8085210,30.4202360
西湖俪景棠苑	广业西路132号（于洪街道红旗村）	123.3002410,41.8436240
武地融创滨湖湾	横湖路武地融创滨湖湾	119.8137080,30.4492670
大发凯旋门	半塘街与东二条路交汇处（半塘园南侧）	120.6186560,27.9664630
德润天玺	(高新)奥体中心东行1500米路南	117.1192100,36.6561370
义和-悦莱新城	开原市铁西地区科研街与文化路交汇处	123.4265240,41.7716860
城南翡翠	含光南路与明德二路东北角	108.9372790,34.2051060
横沥碧桂园	东莞市横沥镇新城中心水边路（东部快速水边出口横沥中学旁）	113.9852560,23.0308580
顺发富春峰景	春江路8号	120.3098550,30.2337940
银城君颐东方	马群街169号	118.8897360,32.0423920
泰禾南京院子	中山南路501号	118.7780550,32.0230550
凯旋天玺名庭	金利路与金鹏路交汇处西北侧	114.1171330,22.6063660
万科淮海天地	三环西路东侧，新淮海西路沿线处	117.1236670,34.3035170
融汇半岛艾德公馆	长江大桥南桥头融汇大道一号	106.5194550,29.4659370
海玥瑄邸	项文路333弄	121.7057370,31.0473190
金色家园	兆丰东路金色家园	108.6121850,34.1008670
津成广场	建设大街南侧与唐海路东侧	118.4232240,39.2805570
嘉实上城名都	嘉松北路6130弄（同济大学内）	121.2194480,31.2871750
顺德恒大江湾	杏坛镇德富路63号	113.2152000,22.7496140
旭辉锦堂	兴顺街13-1号	123.3641220,41.7982740
金融街嘉粼融府	礼嘉半岛·金海大道	106.4651430,29.6898770
橙悦城	中华北大街与高柱路交口西南角	114.4783810,38.0729470
金地华府	金盘路南侧，建设一横路与建设二横路之间	110.3135710,19.9907440
上实海上公元	希望路260弄	121.2686110,31.3444640
禧徕乐-九江	濂溪浔南大道8号（市长途客运站斜对面）查看地图	116.0168090,29.7037530
誉品谷水湾	龙马路185弄（近广富林路）	121.2271170,31.0570850
鼎湖春天	港口路与科技大道交界处	112.5626050,23.1505230
东欣家园	新市大桥南侧、高林路西侧	120.2827500,30.6043390
祥泰广场	英雄山路147号	117.0047140,36.6157250
源盛云锦中心	北岸公园	120.5050200,30.0758990
三金溧水G07地块	东至薛李东路；西至钟灵北路；南至天生桥大道；北至琉璃路	119.0437730,31.6372360
金山湖国墅园	金山湖片区惠州学院对面	114.4229590,23.0397760
厚德中央锦城	北斗路与向阳大街交汇处东北角	114.3153640,38.0904540
广厦富城	滨海新区-工农村-云山道	117.6298540,39.0658310
飞龙金滩花园	金滩东路789号（烟台市委党校南邻）	121.4578340,37.4609610
蓝星花园	天竺空港工业区B区，地铁15号线空港工业区站西300米	116.5535880,40.0870770
保利林语溪商铺	成都市成华区龙潭寺龙港路与华盛路交汇处（龙潭水乡向北500米）	104.1882690,30.7000180
汉北大全景	汉口北大道与黄武公路交汇处	114.4103830,30.7188610
富春和园	富春街道金桥北路469号（金桥北路与公园西路交叉口）	119.9310900,30.0632430
和昌湾景	新湖大道和昌湾景	118.6682030,31.9182620
大通绿园	桐乡经济开发区庆丰南路北侧、新民路东侧	120.5520360,30.6267610
天一仁和豪庭	黄河三路169号	120.4755000,36.4040000
城投美庐	青白江区红阳华逸中路1333号	104.2410960,30.8836340
东方雅典城	起春路东方雅典城	103.1528860,24.9089710
洋湖style	学士路177号	112.9013500,28.1271900
北京佳兆业-悦峰-畅叙苑	大厂回族自治县永安北路福信北辰阳光西北	116.4672600,39.7615660
保利天汇	南朗镇翠享新区马鞍岛深中通道出口（翠亨快线下桥直行500米）查看地图	113.2289730,22.0474300
万科北宸之光	蓝翔路与蓝翔中路交叉口东北角	116.9581600,36.7154800
和昌都汇华府	马鞍山路与皖江路交口向东	117.3047070,31.8232290
科倍尚城	马陵山路与公园路交汇处	118.3353880,34.3398730
盛世华庭	中华大街与仓安路交叉口西行100米	114.5553980,37.9641050
富力湖州壹号	湖州市东南湾路与东柿路交叉口	120.1468210,30.8555750
绿地中央公馆	南三环与幸福街交汇	125.3053260,43.8210530
摩尔公馆	江阴市青山路88号	120.2554830,31.8980320
蓝鼎水湖新城	水湖镇	117.1658700,32.4778490
景城花园	东方通信大厦后	120.1273520,30.2774250
君悦南湾	南滨路中段南侧（潮汕历史文化博览中心东侧）	116.7155160,23.3214830
中豪世纪花园	围提道118号	117.2190250,39.0945750
恒大海口文化旅游城	龙昆南延长线	110.3443110,19.9620720
开发区中泱公园	舒馨家苑会所1楼西层	121.2520160,37.5390680
东方御景	宝安-松岗-南边头村路	113.8443370,22.7594490
水峪滨河花苑	伊洛河大桥北，往西200米处	112.9560180,34.7682160
安联唐公馆	长宁道与龙泽路交口东300米路南	118.1888620,39.6512260
湖畔祥云花苑	太仓市东林规三路与东林规八路交汇处	121.0989542,31.5132770
丰迪馨悦	文冠路与南田路交界西北侧	116.7478650,23.4702890
龙城一号	龙溪镇富士康生活配套区	114.1162990,23.1368220
中新悦朗	京港澳高速中新悦朗	115.5783010,38.8413900
隆生金山湖中心	惠州三环南路32号（金山湖岛心）	114.4280410,23.0483990
滨海丽景湾	滨海新区海昌路与新园路交叉口	120.6704360,27.6533830
海运国际	之江中路与中河高架交会处	120.1816750,30.2169860
鼎犀名城	国宁东路666号(成都外国语学校旁)	103.9833580,30.7414030
佳兆业城市广场	坂李大道与宝吉路交汇处	114.0796280,22.6613750
金辉淮安半岛	上下店路333号	119.2299210,26.0895390
上湾璟园	岷江路88号	121.0494850,31.3923000
恒森自在城	小河长江路与珠江路交汇处（小河转盘向长江路直行约1公里处）	106.7047730,26.5239240
碧玉园	邗江邗江区方巷镇四通北路与朝阳路交会处西北角查看地图	119.1136030,31.7078430
碧桂园-海棠墅	海棠海岸大道旁查看地图	109.7127030,18.3204200
星悦城棠颂	江岸区青松路与和谐大道交汇处	114.2696000,30.6312850
誉景名居	袁山贝村(环城路与常朗路美景大道交汇处)	113.9669550,22.9571770
太仓恒大文化旅游城	太仓·长江口旅游度假区（沪太路前行至郑和东路10号）	121.2747510,31.5326790
香逸铂悦	金变路与远国路交汇处	121.0701600,31.2839800
保利金香槟	人民大街与南四环交会（市政府以东）	125.3320020,43.8113000
保利-堂悦	太湖路与同心路交汇处东侧	120.0928170,30.9186000
名门世家	鄂州市武昌大道重型南厂区（武昌大道与凤凰路交汇处）	114.3073660,30.4877640
雅宾利花园	望湖路育光巷6号	123.4038690,41.7666990
睢宁碧桂园	永安路县政府北侧	117.9392010,33.9166430
碧桂园大城印象锦园	辉山西路23号	123.4129020,41.8824620
新城公馆	新华路与毓秀路交汇处	121.0156120,30.6681260
齐鲁百老会	解放东路齐鲁百老汇	117.0960040,36.6636080
万科未来城	建设北路北郊枢纽向北约600米	118.1732710,39.7069480
恋湖家园滨湖区	环湖路72号	114.5663010,30.6674840
阳光城檀悦	中山路48号	112.9832070,28.1996490
咸阳-恒大珺睿府	秦都区彩虹北路与文兴路交叉口西南角	108.9603040,34.1921630
光耀城	北环路与惠南大道交汇处（近惠阳建设局）	114.4588020,22.8206390
厦门富力院士廷	厦门集美新城新亭幼儿园旁	119.3141110,26.0863810
城投锦澜悦山	柏学北路188号	104.2387130,30.5223390
当代璞誉	武侯大道顺江段200号	104.0005720,30.6313530
嘉里-海碧台	海港区河滨路160号	116.6756980,39.9192820
恒天智系	玉祥门转盘西南角（地铁一号线玉祥门站c口）	108.9210740,34.2688810
鼎立尚座	丘海大道14号	110.2941190,20.0166560
欣北钱江国际广场	顺风路与兴元路交汇的西南角	120.2526330,30.4678290
融侨世家	秣陵街道兴苑路18号（义乌小商品城南侧）	118.8759950,31.9362600
南泉小区	浦东-塘桥-南泉路1200弄	121.5216990,31.2127410
锦邻缘花园	姑苏长吴路（苏福路百润发西面）	120.6109510,31.2822710
万丰海岸城玺园	南环路万丰海岸城玺园	113.8181330,22.7138190
凯旋花园	福海乡陆家、杨家办事处	102.6842540,25.0093680
纽约时代	北大街298号	120.8616990,32.0634230
蓝海小宅	高新区港城东大街与海越路交汇处南100米（科技CBD内）	121.4896500,37.4543580
翠屏城	天禄大道1号	118.8529610,31.7982140
厦门紫云府	同安大道厦门紫云府	118.1427270,24.7456720
地标广场	虎门连升中路38号	113.6875240,22.8099220
天润广场	金桥路7号	123.4669210,41.8038680
朗诗玲珑樾	杨临线朗诗玲珑樾	119.6399740,30.2599140
凯德茂名公馆	茂名南路9弄	121.4615400,31.2229440
青云里	西青-杨柳青-西青道	117.0029250,39.1418530
金阳美丽水景城	成都市金堂县迎宾大道1188号(毗河大桥旁，蒙牛公司对面)	104.4086000,30.8519800
唐商翰林府	谢岗镇粤海大道与谢常路交汇处	113.9360280,22.5244620
远洋万和公馆	劲松五路远洋万和公馆	120.4324770,36.1033540
兰亭大境	沌口路地铁6号线老关村站东侧	114.2276550,30.4907570
商河红星天铂	商中路与银河路交汇处，商河二中对面	117.1598570,37.2940100
锦艺天章	规划设计院东、通惠路南五星路北侧	120.2524500,31.9080700
中惠山畔名城	长安锦厦村	113.8081510,22.7966600
中恒海晖花园	里水镇和顺里和公路白岗路段西侧（土名）“白蒙桥”地段	113.1440680,23.2348070
万科惠斯勒小镇	净月大街4666号	125.4507510,43.8164430
鸿基花园	金山新城南	114.0585540,22.5643270
南通别业	青年东路1555号	120.9823190,32.0030480
创道国际CPARK	拱墅塘萍路与萍水街交叉口查看地图	120.1125290,30.3027850
三亚湾红树林度假公寓	凤凰路155号	109.4993973,18.2911282
和逸居	京华道与震兴道之间，紧邻富贵路	118.4607140,39.7377840
凤凰SOHO	繁华大道与松谷路交叉口	117.2214350,31.7808250
杭州上林院	杭州市富阳区银湖街道上林路	119.9667810,30.1537100
牧龙原墅	滨溪大道1000号	118.6037050,31.7954400
天山御府	后营路与丰乐路交汇处（天山米立方东行500米）	117.4455290,38.9284970
天一波尔卡小镇	泰山路719号、泰山路东路1号靠204国道	120.0191730,35.8964740
景辰中央公馆	嘉善大道888号(世纪大道南侧)	120.8872170,30.7760750
万景峰汇	阜成路万景峰汇	103.9322950,30.7734010
蓝城无锡江南里	南长街与塘泾路交叉口（水仙道院南侧）	120.3217550,31.5516260
中南云樾	花明路128号	104.2656660,30.8936990
三远大爱城	龙海二路3号（菩提园对面）	114.4961180,22.7533660
欢颜里	北辰-天穆-京津路	117.1695980,39.1853210
东创悦城	世纪大道大道与清源大街交口南行1公里路西	114.6998320,37.9943140
崇城国际	定州市北门街与北庄子路交叉口（新一中对面）	115.0173770,38.5318440
合景逸墅	东升乡安宁庄西路与小营西路交叉口13号线上地站东北侧	116.3162730,40.0364100
正洋花园	车站南大街128号，107国道与镇远路交口东北角	114.5498430,38.1408330
皇马郦宫	东城-虎英公园-光明一路	113.7960770,23.0126240
金海名园	科技大道99号	121.4847180,37.4551220
九龙仓逅湾雅苑	永青路109号	120.5760820,31.3769370
缤果城	合川区合阳城街道义乌大道278号（移通学院北门旁边）	106.2392700,30.0028700
陆一小区	普陀-真如-中山北路2627弄	121.4208970,31.2429240
天顺家园	道义经济开发区天祺路	123.3894120,41.9393480
嘉骏幸福里	城郊安园街43号	113.5741900,23.5528070
晶城	嘉陵江西路与五台山路交汇处	120.1748040,35.9766000
北大资源阅城	黑牛城道与洪泽南路交口东南侧	117.2397690,39.0969360
五环时尚广场	临空港大道与金山大道交汇处（新太阳商贸大厦旁）	114.1383050,30.6403890
